snapshot_name,optimizer_step,support_intent,state_id,disclosure_level,activation_level,trust_level,complete_groups,pass_rate_sum,raw_unit_pass_rate,shared_state_prior,hierarchical_pass_rate,boundary_value,uncertainty_bonus,allocation_score,sampling_probability
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,17,proactive,moderate,trust_2,5,1.25,0.25,0.27439024390243905,0.260840108401084,0.521680216802168,1.0696454068187629,0.6821270278249825,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,18,proactive,moderate,trust_3,4,1.5,0.375,0.3017241379310345,0.33836206896551724,0.6767241379310345,1.1717378356928534,0.8524848132849625,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,19,proactive,moderate,trust_4,3,0.5,0.16666666666666666,0.31666666666666665,0.2523809523809524,0.5047619047619047,1.3100427262088497,0.7012683136932322,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,20,proactive,high,trust_1,1,0.0,0.0,0.4224137931034483,0.33793103448275863,0.6758620689655173,1.8526801906927786,0.953764097569434,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,21,proactive,high,trust_2,6,2.25,0.375,0.42567567567567566,0.3952702702702703,0.7905405405405406,0.9902992172621985,0.9390854231298703,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,22,proactive,high,trust_3,7,3.75,0.5357142857142857,0.34210526315789475,0.46531100478468895,0.9306220095693779,0.9263400953463893,1.0695730238713363,0.041666666666666664
warmup_end,60,你希望对方深刻共情你的感受，而不是简单的安慰,23,proactive,high,trust_4,2,1.75,0.875,0.2976190476190476,0.4900793650793651,0.9801587301587302,1.5127070412531811,1.2070647863467074,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,0,delayed,moderate,trust_1,8,2.25,0.28125,0.3048780487804878,0.2891260162601626,0.5782520325203252,0.8733618174725665,0.7092563051412102,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,1,delayed,moderate,trust_2,6,2.75,0.4583333333333333,0.203125,0.35625,0.7125,0.9902992172621985,0.8610448825893298,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,2,delayed,moderate,trust_3,2,0.75,0.375,0.4142857142857143,0.40119047619047626,0.8023809523809525,1.5127070412531811,1.0292870085689296,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,3,delayed,moderate,trust_4,9,2.5,0.2777777777777778,0.3333333333333333,0.2948717948717948,0.5897435897435896,0.8285437693912652,0.7140251551522794,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,4,delayed,high,trust_1,2,0.75,0.375,0.18292682926829268,0.24695121951219512,0.49390243902439024,1.5127070412531811,0.7208084952123675,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,5,delayed,high,trust_2,6,4.0,0.6666666666666666,0.17763157894736842,0.47105263157894733,0.9421052631578947,0.9902992172621985,1.0906501457472244,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,6,delayed,high,trust_3,3,1.5,0.5,0.3076923076923077,0.3901098901098901,0.7802197802197802,1.3100427262088497,0.9767261891511076,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,7,delayed,high,trust_4,5,1.0,0.2,0.19594594594594594,0.1981981981981982,0.39639639639639634,1.0696454068187629,0.5568432074192108,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,8,conditional,moderate,trust_1,5,0.5,0.1,0.28125,0.18055555555555555,0.36111111111111116,1.0696454068187629,0.5215579221339256,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,9,conditional,moderate,trust_2,5,1.0,0.2,0.4117647058823529,0.29411764705882354,0.5882352941176471,1.0696454068187629,0.7486821051404615,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,10,conditional,moderate,trust_3,6,2.5,0.4166666666666667,0.2702702702702703,0.3581081081081081,0.7162162162162162,0.9902992172621985,0.864761098805546,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,11,conditional,moderate,trust_4,4,0.75,0.1875,0.32142857142857145,0.2544642857142857,0.5089285714285714,1.1717378356928534,0.6846892467824994,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,12,conditional,high,trust_1,6,2.0,0.3333333333333333,0.3472222222222222,0.3388888888888889,0.6777777777777778,0.9902992172621985,0.8263226603671076,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,13,conditional,high,trust_2,7,2.5,0.35714285714285715,0.32857142857142857,0.34675324675324676,0.6935064935064935,0.9263400953463893,0.832457507808452,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,14,conditional,high,trust_3,7,2.0,0.2857142857142857,0.32954545454545453,0.30165289256198347,0.6033057851239669,0.9263400953463893,0.7422567994259253,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,15,conditional,high,trust_4,7,1.5,0.21428571428571427,0.3352272727272727,0.25826446280991733,0.5165289256198347,0.9263400953463893,0.655479939921793,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,16,proactive,moderate,trust_1,4,0.75,0.1875,0.27631578947368424,0.23190789473684212,0.4638157894736843,1.1717378356928534,0.6395764648276123,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,17,proactive,moderate,trust_2,6,1.5,0.25,0.275,0.26,0.52,0.9902992172621985,0.6685448825893298,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,18,proactive,moderate,trust_3,6,2.5,0.4166666666666667,0.28703703703703703,0.3648148148148148,0.7296296296296296,0.9902992172621985,0.8781745122189594,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,19,proactive,moderate,trust_4,3,0.5,0.16666666666666666,0.31666666666666665,0.2523809523809524,0.5047619047619047,1.3100427262088497,0.7012683136932322,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,20,proactive,high,trust_1,0,0.0,,0.4083333333333333,0.4083333333333333,0.8166666666666667,2.6200854524176993,1.2096794845293215,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,21,proactive,high,trust_2,7,1.75,0.25,0.4513888888888889,0.3232323232323232,0.6464646464646464,0.9263400953463893,0.7854156607666047,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,22,proactive,high,trust_3,8,4.0,0.5,0.34459459459459457,0.44819819819819817,0.8963963963963963,0.8733618174725665,1.0274006690172812,0.041666666666666664
warmup_end,60,你希望对方用心倾听你的情绪宣泄,23,proactive,high,trust_4,3,1.5,0.5,0.31097560975609756,0.3919860627177701,0.7839721254355402,1.3100427262088497,0.9804785343668676,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,0,delayed,moderate,trust_1,2,0.75,0.375,0.2978723404255319,0.32358156028368795,0.6471631205673759,1.5127070412531811,0.874069176755353,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,1,delayed,moderate,trust_2,3,1.5,0.5,0.22142857142857142,0.3408163265306122,0.6816326530612244,1.3100427262088497,0.8781390619925519,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,2,delayed,moderate,trust_3,2,1.25,0.625,0.4,0.47500000000000003,0.9500000000000001,1.5127070412531811,1.1769060561879772,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,3,delayed,moderate,trust_4,6,3.25,0.5416666666666666,0.2916666666666667,0.4416666666666667,0.8833333333333334,0.9902992172621985,1.0318782159226632,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,4,delayed,high,trust_1,8,2.25,0.28125,0.17142857142857143,0.24464285714285716,0.4892857142857143,0.8733618174725665,0.6202899869065993,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,5,delayed,high,trust_2,2,0.0,0.0,0.25595238095238093,0.1706349206349206,0.34126984126984117,1.5127070412531811,0.5681758974578184,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,6,delayed,high,trust_3,4,1.75,0.4375,0.3092105263157895,0.37335526315789475,0.7467105263157895,1.1717378356928534,0.9224712016697175,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,7,delayed,high,trust_4,5,1.25,0.25,0.1891891891891892,0.222972972972973,0.44594594594594605,1.0696454068187629,0.6063927569687605,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,8,conditional,moderate,trust_1,5,2.0,0.4,0.2544642857142857,0.3353174603174603,0.6706349206349206,1.0696454068187629,0.831081731657735,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,9,conditional,moderate,trust_2,4,2.5,0.625,0.35714285714285715,0.4910714285714286,0.9821428571428572,1.1717378356928534,1.1579035324967852,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,10,conditional,moderate,trust_3,3,1.0,0.3333333333333333,0.2875,0.3071428571428571,0.6142857142857142,1.3100427262088497,0.8107921232170416,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,11,conditional,moderate,trust_4,6,2.75,0.4583333333333333,0.2875,0.39,0.78,0.9902992172621985,0.9285448825893298,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,12,conditional,high,trust_1,7,3.75,0.5357142857142857,0.30714285714285716,0.4525974025974026,0.9051948051948052,0.9263400953463893,1.0441458194967637,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,13,conditional,high,trust_2,7,3.5,0.5,0.3,0.4272727272727273,0.8545454545454546,0.9263400953463893,0.993496468847413,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,14,conditional,high,trust_3,4,2.25,0.5625,0.30319148936170215,0.4328457446808511,0.8656914893617021,1.1717378356928534,1.04145216471563,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,15,conditional,high,trust_4,5,1.75,0.35,0.31521739130434784,0.3345410628019324,0.6690821256038648,1.0696454068187629,0.8295289366266793,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,16,proactive,moderate,trust_1,6,2.25,0.375,0.2590909090909091,0.3286363636363636,0.6572727272727272,0.9902992172621985,0.805817609862057,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,17,proactive,moderate,trust_2,3,1.25,0.4166666666666667,0.2616279069767442,0.3280730897009967,0.6561461794019934,1.3100427262088497,0.8526525883333208,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,18,proactive,moderate,trust_3,1,0.25,0.25,0.3125,0.3,0.6,1.8526801906927786,0.8779020286039168,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,19,proactive,moderate,trust_4,3,0.75,0.25,0.30833333333333335,0.2833333333333333,0.5666666666666667,1.3100427262088497,0.7631730755979941,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,20,proactive,high,trust_1,2,1.5,0.75,0.38392857142857145,0.5059523809523809,0.9880952380952381,1.5127070412531811,1.2150012942832153,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,21,proactive,high,trust_2,3,0.75,0.25,0.43125,0.3535714285714286,0.7071428571428572,1.3100427262088497,0.9036492660741846,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,22,proactive,high,trust_3,4,1.0,0.25,0.38414634146341464,0.3170731707317073,0.6341463414634146,1.1717378356928534,0.8099070168173427,0.041666666666666664
warmup_end,60,你希望对方真诚地夸奖你在事件中的具体行为,23,proactive,high,trust_4,3,0.75,0.25,0.32926829268292684,0.2952961672473868,0.5905923344947736,1.3100427262088497,0.787098743426101,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,0,delayed,moderate,trust_1,4,2.0,0.5,0.2833333333333333,0.39166666666666666,0.7833333333333333,1.1717378356928534,0.9590940086872614,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,1,delayed,moderate,trust_2,4,0.0,0.0,0.27205882352941174,0.13602941176470587,0.2720588235294117,1.1717378356928534,0.4478194988833397,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,2,delayed,moderate,trust_3,8,2.5,0.3125,0.4396551724137931,0.35488505747126436,0.7097701149425287,0.8733618174725665,0.8407743875634137,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,3,delayed,moderate,trust_4,5,1.0,0.2,0.3372093023255814,0.2609819121447028,0.5219638242894056,1.0696454068187629,0.68241063531222,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,4,delayed,high,trust_1,4,0.25,0.0625,0.20512820512820512,0.13381410256410256,0.26762820512820507,1.1717378356928534,0.4433888804821331,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,5,delayed,high,trust_2,6,0.0,0.0,0.28289473684210525,0.1131578947368421,0.22631578947368425,0.9902992172621985,0.374860672063014,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,6,delayed,high,trust_3,5,1.75,0.35,0.31756756756756754,0.3355855855855856,0.6711711711711712,1.0696454068187629,0.8316179821939856,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,7,delayed,high,trust_4,3,0.75,0.25,0.19230769230769232,0.217032967032967,0.4340659340659341,1.3100427262088497,0.6305723429972615,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,8,conditional,moderate,trust_1,7,0.5,0.07142857142857142,0.2916666666666667,0.15151515151515152,0.303030303030303,0.9263400953463893,0.44198131733226137,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,9,conditional,moderate,trust_2,3,2.25,0.75,0.3541666666666667,0.5238095238095238,0.9523809523809523,1.3100427262088497,1.1488873613122799,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,10,conditional,moderate,trust_3,7,2.25,0.32142857142857145,0.2847222222222222,0.30808080808080807,0.6161616161616161,0.9263400953463893,0.7551126304635745,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,11,conditional,moderate,trust_4,5,2.0,0.4,0.29878048780487804,0.3550135501355014,0.7100271002710028,1.0696454068187629,0.8704739112938172,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,12,conditional,high,trust_1,6,2.0,0.3333333333333333,0.3472222222222222,0.3388888888888889,0.6777777777777778,0.9902992172621985,0.8263226603671076,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,13,conditional,high,trust_2,4,0.25,0.0625,0.3618421052631579,0.21217105263157895,0.42434210526315796,1.1717378356928534,0.600102780617086,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,14,conditional,high,trust_3,6,1.5,0.25,0.3333333333333333,0.2833333333333333,0.5666666666666667,0.9902992172621985,0.7152115492559964,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,15,conditional,high,trust_4,8,0.25,0.03125,0.37209302325581395,0.14486434108527133,0.2897286821705427,0.8733618174725665,0.4207329547914277,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,16,proactive,moderate,trust_1,5,0.25,0.05,0.29017857142857145,0.15674603174603174,0.3134920634920635,1.0696454068187629,0.47393887451487793,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,17,proactive,moderate,trust_2,4,1.5,0.375,0.2619047619047619,0.31845238095238093,0.6369047619047619,1.1717378356928534,0.8126654372586899,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,18,proactive,moderate,trust_3,4,1.75,0.4375,0.29310344827586204,0.36530172413793105,0.7306034482758621,1.1717378356928534,0.9063641236297901,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,19,proactive,moderate,trust_4,6,1.25,0.20833333333333334,0.32407407407407407,0.25462962962962965,0.5092592592592593,0.9902992172621985,0.657804141848589,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,20,proactive,high,trust_1,4,1.25,0.3125,0.4230769230769231,0.36778846153846156,0.7355769230769231,1.1717378356928534,0.9113375984308512,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,21,proactive,high,trust_2,4,1.5,0.375,0.4230769230769231,0.39903846153846156,0.7980769230769231,1.1717378356928534,0.9738375984308512,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,22,proactive,high,trust_3,7,2.75,0.39285714285714285,0.3684210526315789,0.38397129186602874,0.7679425837320575,0.9263400953463893,0.9068935980340158,0.041666666666666664
warmup_end,60,你希望对方辩证地分析事件中的问题,23,proactive,high,trust_4,7,2.5,0.35714285714285715,0.31756756756756754,0.34275184275184273,0.6855036855036855,0.9263400953463893,0.8244546998056439,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,0,delayed,moderate,trust_1,10,2.0,0.2,0.3269230769230769,0.23626373626373626,0.4725274725274725,0.7899854876670986,0.5910252956775373,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,1,delayed,moderate,trust_2,4,0.5,0.125,0.25735294117647056,0.19117647058823528,0.38235294117647056,1.1717378356928534,0.5581136165303986,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,2,delayed,moderate,trust_3,4,1.25,0.3125,0.42424242424242425,0.36837121212121215,0.7367424242424243,1.1717378356928534,0.9125030995963523,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,3,delayed,moderate,trust_4,8,1.75,0.21875,0.34375,0.2604166666666667,0.5208333333333334,0.8733618174725665,0.6518376059542184,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,4,delayed,high,trust_1,8,1.25,0.15625,0.2,0.1708333333333333,0.34166666666666656,0.8733618174725665,0.47267093928755155,0.041666666666666664
warmup_end,60,你想分析事件中其他人物这么做的原因,5,delayed,high,trust_2,3,0.25,0.08333333333333333,0.25609756097560976,0.18205574912891986,0.3641114982578397,1.3100427262088497,0.5606179071891672,0.041666666666666664
